<frozen importlib._bootstrap>:491: RuntimeWarning: Your system is avx2 capable but pygame was not built with support for it. The performance of some of your blits could be adversely affected. Consider enabling compile time detection with environment variables like PYGAME_DETECT_AVX2=1 if you are compiling without cross compilation.
/home/masasa23/projects/personal/oink-oink/oink/network.py:72: UserWarning: Sparse invariant checks are implicitly disabled. Memory errors (e.g. SEGFAULT) will occur when operating on a sparse tensor which violates the invariants, but checks incur performance overhead. To silence this warning, explicitly opt in or out. See `torch.sparse.check_sparse_tensor_invariants.__doc__` for guidance.  (Triggered internally at /__w/pytorch/pytorch/aten/src/ATen/Context.cpp:848.)
  weight = torch.sparse_coo_tensor(self.indices, self.values, self.shape)
Using cpu device
---------------------------------
| rollout/           |          |
|    value_loss           | 0.0431      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 312         |
|    ep_rew_mean          | 12.7        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 46          |
|    time_elapsed         | 19923       |
|    total_timesteps      | 23552       |
| train/                  |             |
|    approx_kl            | 0.006582981 |
|    clip_fraction        | 0.0434      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.777      |
|    explained_variance   | 0.267       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0192     |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.00215    |
|    value_loss           | 0.0908      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 314          |
|    ep_rew_mean          | 13           |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 47           |
|    time_elapsed         | 20010        |
|    total_timesteps      | 24064        |
| train/                  |              |
|    approx_kl            | 0.0042972565 |
|    clip_fraction        | 0.0314       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.609       |
|    explained_variance   | 0.31         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0133      |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.00907     |
|    value_loss           | 0.0409       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 317         |
|    ep_rew_mean          | 13.2        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 48          |
|    time_elapsed         | 20098       |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.021867651 |
|    clip_fraction        | 0.0764      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.566      |
|    explained_variance   | -0.105      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.000698   |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.00825    |
|    value_loss           | 0.0365      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 316         |
|    ep_rew_mean          | 13.2        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 49          |
|    time_elapsed         | 20187       |
|    total_timesteps      | 25088       |
| train/                  |             |
|    approx_kl            | 0.003226838 |
|    clip_fraction        | 0.0543      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.497      |
|    explained_variance   | 0.394       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00907    |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0108     |
|    value_loss           | 0.0159      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 318         |
|    ep_rew_mean          | 13.4        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 50          |
|    time_elapsed         | 20276       |
|    total_timesteps      | 25600       |
| train/                  |             |
|    approx_kl            | 0.010836829 |
|    clip_fraction        | 0.0598      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.488      |
|    explained_variance   | -0.174      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.33        |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.00395    |
|    value_loss           | 3.03        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 321         |
|    ep_rew_mean          | 13.6        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 51          |
|    time_elapsed         | 20362       |
|    total_timesteps      | 26112       |
| train/                  |             |
|    approx_kl            | 0.001732311 |
|    clip_fraction        | 0.00859     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.518      |
|    explained_variance   | 0.223       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.018       |
|    n_updates            | 500         |
|    policy_gradient_loss | 0.000887    |
|    value_loss           | 0.101       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 323          |
|    ep_rew_mean          | 13.9         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 52           |
|    time_elapsed         | 20448        |
|    total_timesteps      | 26624        |
